id,full_equation,complexity,full_equation_tokens_bpe,full_equation_token_ids
9918,m=cos(3+beta_rms+Q),3,m=cos(3+beta_rms+Q),"[656, 234, 168, 589, 556, 396]"
7671,C=4-omega_1,1,C=4-omega_1,"[334, 229, 676, 495]"
9174,A=dP/dx,4,A=dP/dx,"[317, 243]"
1808,B=cos(2+pi+b_min+mu),3,B=cos(2+pi+b_min+mu),"[325, 234, 157, 579, 542, 666]"
5112,A=m_i^3,2,A=m_i^3,"[321, 656, 524, 467]"
3990,h_avg=P_rms^-1*P+1/3-h^circ+d_net,5,h_avg=P_rms^-1*P+1/3-h^circ+d_net,"[635, 183, 386, 553, 459, 388, 147, 135, 628, 479, 600, 545]"
3456,h=a_2,1,h=a_2,"[633, 569]"
2908,V=cos(4+N_A+h),3,V=cos(4+N_A+h),"[424, 235, 384, 629]"
6652,h=(P_min)/(1-lambda_net),2,h=(P_min)/(1-lambda_net),"[634, 386, 538, 61, 648, 546]"
8288,g_0=sqrt(P+p),3,g_0=sqrt(P+p),"[617, 488, 302, 388, 681]"
6245,F_0=log(3-N_A-omega_0^2*d_1)+dn/dt,5,F_0=log(3-N_A-omega_0^2*d_1)+dn/dt,"[351, 488, 278, 176, 385, 676, 488, 464, 600, 495, 45, 669, 136]"
2698,P_max=exp(1/2+R+p+u),3,P_max=exp(1/2+R+p+u),"[386, 531, 257, 13, 406, 682, 735]"
4017,b_min=(1/3-R)/(n),2,b_min=(1/3-R)/(n),"[579, 538, 194, 403, 57, 670]"
4340,z_max=2/3*phi-phi*P-pi+phi+k+n*alpha_2,5,z_max=2/3*phi-phi*P-pi+phi+k+n*alpha_2,"[774, 531, 183, 159, 691, 124, 693, 389, 696, 694, 646, 669, 111, 576, 502]"
4646,v=gamma,1,v=gamma,"[743, 625]"
7740,A_min=(3*R_1+omega_rms)/(d^*+a+V)-(1/2+c+w)^3-tan(pi+mu+v^-1),5,A_min=(3*R_1+omega_rms)/(d^*+a+V)-(1/2+c+w)^3-tan(pi+mu+v^-1),"[317, 538, 184, 167, 403, 499, 676, 553, 57, 600, 441, 117, 116, 49, 15, 752, 96, 726, 696, 665, 122, 457]"
7092,W_min=v_rms^3,2,W_min=v_rms^3,"[432, 544, 751, 467]"
4693,Q=exp(h-C_avg*x),3,Q=exp(h-C_avg*x),"[395, 258, 632, 334, 512, 757]"
1740,h_net=(1/3+G+E_avg)^2+(2/3-c*v+v)/(R*h_f)+(pi+phi+r_2+theta_avg^3)^2,5,h_net=(1/3+G+E_avg)^2+(2/3-c*v+v)/(R*h_f)+(pi+phi+r_2+theta_avg^3)^2,"[628, 545, 193, 360, 343, 509, 91, 166, 595, 738, 122, 57, 405, 628, 516, 41, 696, 694, 702, 506, 731, 509, 467, 89]"
5407,z_min=t_i^2,2,z_min=t_i^2,"[774, 544, 721, 524, 462]"
4589,z=dB/dx,4,z=dB/dx,"[774, 236, 325, 139]"
3126,T=4-phi_0,1,T=4-phi_0,"[415, 229, 691, 488]"
2158,b=sin(e-I-d),3,b=sin(e-I-d),"[579, 300, 609, 362, 127, 39]"
5334,v=int(N_A+z_min)dt,4,v=int(N_A+z_min)dt,"[738, 263, 774, 538, 108]"
8637,b_net=(alpha_avg)/(1/3-g),2,b_net=(alpha_avg)/(1/3-g),"[579, 552, 576, 509, 67, 618]"
1826,n=n_0,1,n=n_0,"[672, 669, 488]"
4231,g=mu,1,g=mu,"[621, 665]"
3488,V=log(1/3-R_i-v),3,V=log(1/3-R_i-v),"[424, 277, 29, 403, 529, 739]"
9054,p=sum_j=0^inf(1/2+R+y+Q+W),4,p=sum_j=0^inf(1/2+R+y+Q+W),"[680, 307, 206, 13, 406, 768, 397, 433]"
9769,v=sum_j=0^n(e+theta_max+z+n),4,v=sum_j=0^n(e+theta_max+z+n),"[738, 308, 608, 731, 535, 776, 670]"
3648,F=log(4/3*alpha),3,F=log(4/3*alpha),"[351, 277, 36, 577]"
5903,P=sin(1/2+c+s+delta_2),3,P=sin(1/2+c+s+delta_2),"[386, 299, 15, 708, 604, 503]"
6386,g=3-A,1,g=3-A,"[621, 176, 317]"
5639,m=int_0^inf(u^+)dt,4,m=int_0^inf(u^+)dt,"[656, 267, 734, 446, 108]"
6424,I_1=int(2/3+c+a_net)dx,4,I_1=int(2/3+c+a_net)dx,"[362, 495, 261, 160, 596, 558, 545, 109]"
7827,Q_rms=(R_f)/(s),2,Q_rms=(R_f)/(s),"[395, 553, 184, 403, 518, 707]"
7744,v=sum_n=1^n(2/3+e+phi_i),4,v=sum_n=1^n(2/3+e+phi_i),"[738, 314, 164, 691, 525]"
3013,L=tan(c+W+phi_2),3,L=tan(c+W+phi_2),"[372, 315, 596, 435, 691, 503]"
7672,p=(1*epsilon)/(2/3*a),2,p=(1*epsilon)/(2/3*a),"[680, 186, 611, 71, 559]"
9549,b=dL/dt,4,b=dL/dt,"[579, 241, 136]"
9978,P_0=exp(v_f*P_0),3,P_0=exp(v_f*P_0),"[392, 258, 738, 519, 386, 489]"
3081,R=y,1,R=y,"[408, 765]"
3521,z=3+R,1,z=3+R,"[777, 168, 403]"
4979,b=sum_j=1^N(4/3+h+m_rms+psi+V),4,b=sum_j=1^N(4/3+h+m_rms+psi+V),"[579, 307, 220, 37, 631, 656, 556, 698, 116, 39]"
7620,m=(c-h_0^circ*E*h^-1)/(2+m_i)+(1/3+N_A+y_2+epsilon_avg)^2,5,m=(c-h_0^circ*E*h^-1)/(2+m_i)+(1/3+N_A+y_2+epsilon_avg)^2,"[662, 597, 628, 488, 478, 345, 628, 456, 69, 656, 524, 40, 23, 765, 506, 611, 509, 89]"
4348,a=sin(G*V*omega),3,a=sin(G*V*omega),"[558, 300, 359, 424, 111, 677]"
8441,x=n,1,x=n,"[760, 669]"
1347,B_max=(1*W_f)/(z_rms),2,B_max=(1*W_f)/(z_rms),"[325, 531, 186, 432, 518, 774, 554]"
7088,m=ln(1/3+R+w+beta),3,m=ln(1/3+R+w+beta),"[661, 652, 22, 406, 755, 590]"
8948,R=cos(2/3+G+B),3,R=cos(2/3+G+B),"[403, 234, 161, 326]"
5652,T=r^2,2,T=r^2,"[419, 702, 462]"
8082,P_min=V^3,2,P_min=V^3,"[386, 544, 424, 467]"
1792,F_max=(1+epsilon)^3,2,F_max=(1+epsilon)^3,"[351, 531, 187, 611, 94]"
7429,A_i=dW/dt,4,A_i=dW/dt,"[324, 248, 136]"
9580,h=(1+N_A+r^n+C+x_1)^2+epsilon^n,5,h=(1+N_A+r^n+C+x_1)^2+epsilon^n,"[628, 187, 384, 702, 486, 336, 756, 495, 90, 611, 483]"
9960,E=(k+V)/(2/3+a+L_net)-pi+A+P-w,5,E=(k+V)/(2/3+a+L_net)-pi+A+P-w,"[348, 646, 424, 72, 561, 382, 49, 696, 319, 389, 752]"
2271,m=y_net,1,m=y_net,"[661, 765, 545]"
9767,B_rms=(epsilon)/(b),2,B_rms=(epsilon)/(b),"[333, 184, 611, 57, 580]"
2956,R=I_net,1,R=I_net,"[408, 362, 545]"
3444,v_max=sum_i=0^inf(alpha^n),4,v_max=sum_i=0^inf(alpha^n),"[738, 531, 304, 576, 484]"
7736,b=v,1,b=v,"[582, 738]"
834,m_0=partialW/partialr,4,m_0=partialW/partialr,"[663, 291, 142]"
6499,h=int_L^b(R_2+n)dt,4,h=int_L^b(R_2+n)dt,"[628, 270, 403, 506, 669, 108]"
2992,B=(4/3+T)/(1*x),2,B=(4/3+T)/(1*x),"[325, 202, 415, 59, 757]"
7793,a_2=sqrt(t_net+u),3,a_2=sqrt(t_net+u),"[569, 302, 721, 549, 735]"
2151,x=C_max,1,x=C_max,"[760, 340]"
4023,p=tan(I),3,p=tan(I),"[680, 315, 363]"
7615,a=sum_i=0^n(e+I^3)-sum_i=0^N(4/3+h+m_i+sigma_max+L_0),5,a=sum_i=0^n(e+I^3)-sum_i=0^N(4/3+h+m_i+sigma_max+L_0),"[558, 305, 608, 362, 467, 49, 717, 204, 37, 631, 656, 528, 709, 535, 372, 489]"
6124,z=dh/dt,4,z=dh/dt,"[774, 253, 136]"
3339,C=partialR/partialx,4,C=partialR/partialx,"[334, 289, 145]"
4344,W=dg/dt,4,W=dg/dt,"[432, 252, 136]"
4464,h_2=int(2+c+lambda^n)dV,4,h_2=int(2+c+lambda^n)dV,"[628, 502, 261, 153, 648, 483, 106]"
2376,R=E_f,1,R=E_f,"[408, 343, 516]"
9044,a=dV/dx,4,a=dV/dx,"[565, 424, 139]"
5571,g=B_rms,1,g=B_rms,"[621, 333]"
8599,z=dv/dx,4,z=dv/dx,"[774, 256, 139]"
8504,b_net=partialp/partialt,4,b_net=partialp/partialt,"[587, 297, 143]"
8880,a=(N_A+d+w+g)^3-log(c*m_max*d_1^2),5,a=(N_A+d+w+g)^3-log(c*m_max*d_1^2),"[564, 384, 602, 755, 617, 96, 655, 595, 656, 534, 600, 495, 463]"
1887,E_0=(1/3-psi)/(2+L),2,E_0=(1/3-psi)/(2+L),"[343, 488, 194, 698, 69, 373]"
1198,E_2=ln(R+epsilon+a),3,E_2=ln(R+epsilon+a),"[343, 502, 276, 611, 118]"
6427,b=(2/3+E)/(gamma),2,b=(2/3+E)/(gamma),"[579, 196, 343, 57, 626]"
8911,h=g,1,h=g,"[633, 617]"
2936,z=1/3+R,1,z=1/3+R,"[774, 218, 403]"
6342,R=(z)/(L),2,R=(z)/(L),"[409, 774, 57, 373]"
1430,C=tan(h+a_net)+(4/3*B_net+psi^+)/(G+m-sigma_0^+)+da/dx,5,C=tan(h+a_net)+(4/3*B_net+psi^+)/(G+m-sigma_0^+)+da/dx,"[334, 315, 631, 558, 545, 40, 36, 325, 549, 698, 446, 57, 360, 660, 709, 488, 446, 40, 603, 139]"
6307,I_rms=A_0^3,2,I_rms=A_0^3,"[371, 183, 323, 467]"
3650,I_rms=k-v_min+a^2-v_min-N_A+L_net^**h_min-log(3+e*a-A-B_f)+dg/dx,5,I_rms=k-v_min+a^2-v_min-N_A+L_net^**h_min-log(3+e*a-A-B_f)+dg/dx,"[371, 183, 647, 738, 542, 558, 466, 738, 543, 384, 382, 443, 628, 543, 655, 168, 607, 562, 320, 325, 516, 45, 617, 139]"
1938,C_min=log(c+gamma+alpha_avg),3,C_min=log(c+gamma+alpha_avg),"[341, 278, 596, 627, 576, 510]"
5172,V=(4/3+b_0)^3,2,V=(4/3+b_0)^3,"[424, 202, 584, 94]"
7764,F_i=int(G+v_avg+T)dV,4,F_i=int(G+v_avg+T)dV,"[351, 524, 261, 360, 738, 513, 415, 106]"
6393,Q=exp(2+G+v),3,Q=exp(2+G+v),"[395, 258, 150, 739]"
1154,v_i=int_a^L(R+T_min)dr,4,v_i=int_a^L(R+T_min)dr,"[738, 524, 272, 406, 422, 107]"
6250,v=(R+u_0)^n+1-(1/3+e-lambda-alpha*n)/(pi-r^n)+(h_rms+I+p^2)/(1/2*h-lambda),5,v=(R+u_0)^n+1-(1/3+e-lambda-alpha*n)/(pi-r^n)+(h_rms+I+p^2)/(1/2*h-lambda),"[744, 406, 734, 488, 103, 22, 609, 651, 576, 111, 669, 57, 697, 702, 483, 41, 628, 556, 365, 680, 462, 62, 632, 649]"
7037,F=(1/3*Q)/(s_min),2,F=(1/3*Q)/(s_min),"[351, 192, 395, 57, 706, 539]"
4229,W=dF/dt,4,W=dF/dt,"[432, 236, 351, 136]"
4975,R=sqrt(1/2+h*w_i*sigma*I)+partialI/partialx,5,R=sqrt(1/2+h*w_i*sigma*I)+partialI/partialx,"[403, 301, 13, 630, 752, 527, 711, 362, 47, 362, 145]"
6401,E=B,1,E=B,"[347, 325]"
3640,E=G-V_f+dI/dt-e-Q_rms+Q*y_0^-1-T,5,E=G-V_f+dI/dt-e-Q_rms+Q*y_0^-1-T,"[347, 361, 424, 520, 600, 362, 138, 609, 395, 556, 395, 111, 765, 488, 461, 415]"
3972,b=I_avg^n,2,b=I_avg^n,"[582, 362, 509, 483]"
9594,n=partialp/partialr,4,n=partialp/partialr,"[669, 297, 142]"
3376,R=Q,1,R=Q,"[408, 395]"
2487,I_min=(1/3+z)^3,2,I_min=(1/3+z)^3,"[362, 538, 193, 774, 94]"
6954,a=dW/dx,4,a=dW/dx,"[565, 432, 139]"
606,z=u_avg,1,z=u_avg,"[777, 734, 509]"
7444,A=partialL/partialt,4,A=partialL/partialt,"[317, 286, 143]"
5928,v=sqrt(G+alpha_net+v_1),3,v=sqrt(G+alpha_net+v_1),"[738, 302, 360, 576, 545, 122, 496]"
2454,v=dI/dx,4,v=dI/dx,"[738, 240, 139]"
3609,L=sum_j=1^n(G+g_1+Q_i+m_i),4,L=sum_j=1^n(G+g_1+Q_i+m_i),"[372, 309, 360, 617, 499, 395, 528, 656, 525]"
1484,A_f=partialI/partialx,4,A_f=partialI/partialx,"[317, 516, 285, 145]"
4519,a=da/dt,4,a=da/dt,"[565, 558, 136]"
3038,n_max=sin(1/2+pi+alpha_min+v),3,n_max=sin(1/2+pi+alpha_min+v),"[669, 531, 299, 19, 576, 542, 739]"
9352,B=(4-w)/(2+tau_net),2,B=(4-w)/(2+tau_net),"[325, 200, 752, 69, 727, 546]"
7692,p_1=(3+lambda)^2,2,p_1=(3+lambda)^2,"[680, 495, 197, 648, 89]"
4116,p=1/3-p_min,1,p=1/3-p_min,"[680, 219, 688]"
1427,p_2=(3+y)^3,2,p_2=(3+y)^3,"[686, 197, 765, 94]"
497,h=(3+epsilon_2)/(c),2,h=(3+epsilon_2)/(c),"[628, 197, 611, 504, 594]"
3353,a=cos(c+r),3,a=cos(c+r),"[558, 234, 596, 703]"
8794,P=int_a^b(4+e+s_1)dt,4,P=int_a^b(4+e+s_1)dt,"[386, 271, 474, 32, 608, 706, 495, 108]"
759,z=sum_i=0^inf(1+h+sigma),4,z=sum_i=0^inf(1+h+sigma),"[774, 303, 206, 8, 710]"
838,n=tan(h+gamma+E),3,n=tan(h+gamma+E),"[669, 315, 631, 627, 344]"
4327,B=(1/2*Q_min)/(1/3-sigma),2,B=(1/2*Q_min)/(1/3-sigma),"[325, 189, 395, 538, 67, 710]"
2128,Q=cos(x-psi),3,Q=cos(x-psi),"[395, 234, 759, 699]"
1023,I_min=tan(4/3-R*delta_1),3,I_min=tan(4/3-R*delta_1),"[362, 538, 315, 182, 405, 604, 496]"
8762,a=(1/2*delta)/(1/2+a),2,a=(1/2*delta)/(1/2+a),"[558, 189, 604, 63, 559]"
5614,R=partialv/partialt,4,R=partialv/partialt,"[403, 279, 738, 143]"
5581,V=s,1,V=s,"[424, 298]"
1058,m=tan(h*gamma_net),3,m=tan(h*gamma_net),"[656, 315, 630, 625, 546]"
9542,R=(1/2+epsilon)^2,2,R=(1/2+epsilon)^2,"[403, 190, 611, 89]"
6856,z=P,1,z=P,"[777, 386]"
7349,W=int_0^L(4+s)dt,4,W=int_0^L(4+s)dt,"[432, 264, 472, 32, 706, 108]"
9045,v_net=dg/dt+partialC/partialt+(e+h_f-m_f*v)/(R*n)+sqrt(alpha^-),5,v_net=dg/dt+partialC/partialt+(e+h_f-m_f*v)/(R*n)+sqrt(alpha^-),"[750, 252, 137, 690, 334, 143, 115, 608, 628, 521, 656, 516, 113, 57, 405, 669, 40, 716, 576, 452]"
2129,W=sum_i=0^inf(3+h+z_rms^-),4,W=sum_i=0^inf(3+h+z_rms^-),"[432, 304, 173, 774, 553, 452]"
2767,a=d_max^2,2,a=d_max^2,"[565, 531, 462]"
2109,A=dL/dt,4,A=dL/dt,"[317, 241, 136]"
3617,V=(4*beta_net)/(1-tau),2,V=(4*beta_net)/(1-tau),"[424, 198, 111, 589, 545, 61, 728]"
1545,L=(pi+L+s_rms+epsilon_net)^-1-(4+e+b+r)^3-1/3-e*r,5,L=(pi+L+s_rms+epsilon_net)^-1-(4+e+b+r)^3-1/3-e*r,"[378, 696, 376, 706, 556, 611, 545, 84, 124, 32, 608, 581, 702, 94, 126, 135, 607, 702]"
6914,b=partialT/partialx,4,b=partialT/partialx,"[579, 290, 145]"
1719,A=dR/dt,4,A=dR/dt,"[317, 245, 136]"
7435,y_net=R-t_min+ln(W_i),5,y_net=R-t_min+ln(W_i),"[765, 551, 407, 721, 542, 653, 432, 525]"
7365,h_min=log(e-r^-)-tan(1+z_2)-(1/3+n-u)/(G-R^3-omega_0),5,h_min=log(e-r^-)-tan(1+z_2)-(1/3+n-u)/(G-R^3-omega_0),"[638, 278, 609, 702, 451, 49, 725, 3, 774, 502, 49, 22, 669, 124, 734, 57, 361, 403, 471, 676, 489]"
6235,b=N_A-r_avg+log(1/3+e+m),5,b=N_A-r_avg+log(1/3+e+m),"[582, 385, 702, 513, 654, 25, 657]"
725,B=log(N_A+A_net-mu^-1*t)+(2/3*c-m+a)/(4*c*z+d+b),5,B=log(N_A+A_net-mu^-1*t)+(2/3*c-m+a)/(4*c*z+d+b),"[325, 278, 384, 317, 550, 665, 459, 721, 41, 159, 597, 656, 117, 78, 595, 774, 120, 114, 580]"
6673,m=log(4/3-y_f*W_max),3,m=log(4/3-y_f*W_max),"[656, 277, 38, 765, 519, 432, 532]"
8029,b=dV/dt,4,b=dV/dt,"[579, 247, 136]"
5492,F=alpha_net^n,2,F=alpha_net^n,"[354, 576, 545, 483]"
1128,m=sin(N_A*A),3,m=sin(N_A*A),"[656, 300, 383, 318]"
2957,v_0=(1/2+beta)^2,2,v_0=(1/2+beta)^2,"[745, 190, 589, 89]"
5156,T=1/3-d,1,T=1/3-d,"[415, 219, 600]"
4817,m_1=a_f^n,2,m_1=a_f^n,"[656, 495, 183, 571, 483]"
6202,h=w^3,2,h=w^3,"[633, 752, 467]"
6224,g=sum_k=1^inf(R+n_f+alpha_0+alpha),4,g=sum_k=1^inf(R+n_f+alpha_0+alpha),"[617, 310, 223, 406, 669, 520, 576, 492, 577]"
8686,T=alpha,1,T=alpha,"[419, 576]"
7114,R=partialh/partialt,4,R=partialh/partialt,"[403, 294, 143]"
5275,L_net=(1/2-h*T*F^2-C_rms^*)/(1/2*G-I)+sum_n=1^N(c+x_rms+omega)+cos(4+G+epsilon_i+L+r)-cos(4*c-phi+a+beta),5,L_net=(1/2-h*T*F^2-C_rms^*)/(1/2*G-I)+sum_n=1^N(c+x_rms+omega)+cos(4+G+epsilon_i+L+r)-cos(4*c-phi+a+beta),"[382, 191, 630, 417, 351, 466, 342, 441, 62, 361, 362, 40, 720, 221, 596, 756, 556, 676, 40, 598, 33, 611, 528, 376, 702, 49, 598, 31, 597, 691, 119, 590]"
8536,g=1/2+phi,1,g=1/2+phi,"[617, 215, 691]"
3044,L_min=dT/dx,4,L_min=dT/dx,"[372, 538, 246, 139]"
6912,a=(beta)/(a),2,a=(beta)/(a),"[564, 589, 57, 559]"
150,h=(epsilon_max^circ)/(4*A)-(1+G+alpha_i)^2-(mu*F_max)/(2/3-c*E*I^+),5,h=(epsilon_max^circ)/(4*A)-(1+G+alpha_i)^2-(mu*F_max)/(2/3-c*E*I^+),"[634, 611, 531, 476, 78, 317, 49, 4, 576, 524, 93, 665, 111, 351, 533, 166, 595, 345, 362, 447]"
7574,m=int_L^b(1/2+h+B+alpha)dt,4,m=int_L^b(1/2+h+B+alpha)dt,"[656, 268, 474, 17, 327, 576, 108]"
4206,C=x_f,1,C=x_f,"[337, 756, 516]"
5493,p=ln(n+A),3,p=ln(n+A),"[680, 275, 671, 318]"
2690,L=theta_f-gamma*beta^n-(2+k+z_net)^n+exp(pi*gamma),5,L=theta_f-gamma*beta^n-(2+k+z_net)^n+exp(pi*gamma),"[377, 731, 521, 625, 111, 589, 483, 125, 156, 774, 545, 99, 616, 695, 626]"
4221,Q=F_min,1,Q=F_min,"[398, 357]"
9102,a=a^3,2,a=a^3,"[563, 558, 467]"
842,v_net=(4+n)/(g_i),2,v_net=(4+n)/(g_i),"[750, 199, 669, 57, 617, 525]"
8137,P=(I_0)/(h_rms),2,P=(I_0)/(h_rms),"[391, 362, 490, 628, 554]"
6438,Q=log(1/2*gamma+tau),3,Q=log(1/2*gamma+tau),"[395, 277, 12, 627, 728]"
9700,x_net=(h+gamma^-+v_rms+epsilon_rms)^3-sum_i=0^N(c^3+a_min+c)+(N_A-z_avg+alpha^-)/(1-e*a_1+v),5,x_net=(h+gamma^-+v_rms+epsilon_rms)^3-sum_i=0^N(c^3+a_min+c)+(N_A-z_avg+alpha^-)/(1-e*a_1+v),"[756, 552, 631, 625, 451, 122, 556, 611, 553, 96, 717, 205, 593, 470, 558, 542, 593, 41, 385, 774, 513, 576, 451, 61, 607, 568, 123]"
6200,T=(2/3+N_A*d_2+L_1-v)/(omega*C)-(w*x-d)/(G*delta_max)+N_A-h_0+sum_j=0^inf(2+c),5,T=(2/3+N_A*d_2+L_1-v)/(omega*C)-(w*x-d)/(G*delta_max)+N_A-h_0+sum_j=0^inf(2+c),"[415, 196, 383, 600, 506, 372, 500, 738, 57, 676, 111, 334, 50, 754, 756, 127, 57, 359, 604, 531, 40, 385, 628, 492, 718, 207, 149, 594]"
2795,h=dI/dt+(4+k+s+t*epsilon)/(2-N_A*psi_avg)+sqrt(N_A+B_0+F+w_0)+(G+theta+beta+C_rms)^n,5,h=dI/dt+(4+k+s+t*epsilon)/(2-N_A*psi_avg)+sqrt(N_A+B_0+F+w_0)+(G+theta+beta+C_rms)^n,"[628, 240, 137, 32, 646, 706, 121, 111, 611, 70, 383, 698, 509, 40, 716, 384, 325, 492, 353, 752, 488, 41, 360, 733, 592, 342, 98]"
7626,x=2/3-y,1,x=2/3-y,"[760, 166, 765]"
8475,B=4-N_A-A^3+d-1/2+c+u_1*alpha+gamma^-^2+(m_min+delta_max+tau^-)^2,5,B=4-N_A-A^3+d-1/2+c+u_1*alpha+gamma^-^2+(m_min+delta_max+tau^-)^2,"[325, 229, 385, 317, 470, 600, 126, 131, 596, 734, 498, 578, 625, 451, 465, 0, 656, 542, 604, 535, 727, 451, 89]"
7890,x=cos(N_A*omega^-1+E)-dI/dx+sin(G+T),5,x=cos(N_A*omega^-1+E)-dI/dx+sin(G+T),"[756, 234, 383, 676, 460, 343, 53, 362, 140, 714, 360, 416]"
6608,y=ln(E_1+theta),3,y=ln(E_1+theta),"[765, 275, 343, 499, 732]"
9195,L=(2/3-e+d^circ+W_rms*B_net)/(R*Q_f^-1)+exp(2*pi-phi*b_min+x^-),5,L=(2/3-e+d^circ+W_rms*B_net)/(R*Q_f^-1)+exp(2*pi-phi*b_min+x^-),"[378, 166, 608, 600, 479, 432, 555, 325, 547, 405, 395, 516, 458, 616, 148, 697, 693, 579, 542, 756, 452]"
8248,b=cos(e+a+psi),3,b=cos(e+a+psi),"[579, 234, 608, 561, 699]"
1393,V=cos(2/3+omega),3,V=cos(2/3+omega),"[424, 234, 160, 677]"
1922,P=(1+B)^3,2,P=(1+B)^3,"[386, 187, 325, 94]"
7019,C_1=partialB/partialy,4,C_1=partialB/partialy,"[334, 495, 281, 146]"
3622,m_avg=(1+m_2)^2,2,m_avg=(1+m_2)^2,"[664, 187, 656, 502, 89]"
4849,z=int_0^L(4/3+R)dx,4,z=int_0^L(4/3+R)dx,"[774, 264, 472, 37, 403, 109]"
2292,I=(3-epsilon)/(3-n),2,I=(3-epsilon)/(3-n),"[367, 176, 611, 76, 670]"
2134,n_1=int(G+T_0+phi)dx,4,n_1=int(G+T_0+phi)dx,"[669, 495, 261, 360, 415, 492, 691, 109]"
551,F=T,1,F=T,"[354, 415]"
1741,a=W,1,a=W,"[563, 432]"
5290,C=sum_j=0^N(pi+r_min+delta+u)+(4/3+e+L_0)^n-log(pi+phi_i^-+v)+2+R-phi^n+v^*,5,C=sum_j=0^N(pi+r_min+delta+u)+(4/3+e+L_0)^n-log(pi+phi_i^-+v)+2+R-phi^n+v^*,"[334, 307, 205, 696, 702, 542, 606, 734, 42, 608, 372, 488, 104, 655, 696, 691, 524, 451, 122, 40, 149, 407, 691, 483, 122, 441]"
1818,V=sqrt(k*epsilon+F),3,V=sqrt(k*epsilon+F),"[424, 302, 645, 613, 352]"
4699,W_1=partialT/partialy,4,W_1=partialT/partialy,"[432, 495, 290, 146]"
5182,a=(4/3+lambda_2)^2,2,a=(4/3+lambda_2)^2,"[558, 202, 648, 502, 89]"
3019,z_max=dg/dt,4,z_max=dg/dt,"[774, 531, 252, 136]"
18,v=log(2+k+n+beta_net),3,v=log(2+k+n+beta_net),"[738, 278, 156, 671, 589, 546]"
1771,C=1/3*R_min,1,C=1/3*R_min,"[334, 217, 412]"
1889,a_i=partialW/partialy,4,a_i=partialW/partialy,"[572, 291, 146]"
2153,V=ln(4+G+psi+Q_net),3,V=ln(4+G+psi+Q_net),"[424, 275, 179, 360, 700, 395, 546]"
1643,F=ln(3+N_A-b+beta_max),3,F=ln(3+N_A-b+beta_max),"[351, 275, 168, 385, 581, 589, 532]"
7847,B=(2/3+u_net)/(z_avg),2,B=(2/3+u_net)/(z_avg),"[325, 196, 734, 547, 774, 510]"
4194,z_f=sum_n=1^n(G+omega+w_2+gamma_i),4,z_f=sum_n=1^n(G+omega+w_2+gamma_i),"[774, 516, 314, 360, 678, 752, 506, 625, 525]"
9433,V=cos(1/2+A_1),3,V=cos(1/2+A_1),"[424, 233, 13, 317, 496]"
8899,b_f=dn/dt,4,b_f=dn/dt,"[579, 516, 255, 136]"
534,F=int(3+k+V_2)dr,4,F=int(3+k+V_2)dr,"[351, 261, 174, 424, 502, 107]"
133,n=tan(4+c+x+sigma_net),3,n=tan(4+c+x+sigma_net),"[669, 316, 596, 758, 709, 546]"
7723,A_avg=log(1/3-R*v-c),3,A_avg=log(1/3-R*v-c),"[317, 509, 277, 29, 405, 742, 594]"
8459,v=sum_j=1^inf(h+c_net+d_min),4,v=sum_j=1^inf(h+c_net+d_min),"[738, 307, 223, 631, 593, 549, 600, 539]"
965,m_avg=sum_i=0^N(1/2+h+C_max^++mu_f+T)-(2/3+k+P+h)^2,5,m_avg=sum_i=0^N(1/2+h+C_max^++mu_f+T)-(2/3+k+P+h)^2,"[664, 303, 204, 17, 340, 449, 665, 520, 415, 50, 165, 388, 628, 89]"
8720,V=N_A-n^-1-g_f-(pi+a_min+d)/(2*W_avg),5,V=N_A-n^-1-g_f-(pi+a_min+d)/(2*W_avg),"[428, 385, 669, 461, 617, 516, 125, 696, 558, 542, 600, 68, 432, 510]"
6413,T=cos(G-L),3,T=cos(G-L),"[415, 234, 361, 373]"
8286,V=epsilon,1,V=epsilon,"[428, 611]"
7854,P_avg=sum_n=0^n(N_A+delta_rms^2+gamma),4,P_avg=sum_n=0^n(N_A+delta_rms^2+gamma),"[393, 313, 209, 384, 604, 553, 465, 626]"
1096,L=P,1,L=P,"[377, 386]"
6930,n=(k*psi_2^*+m^*)/(c+psi)+(3-W_0-sigma*m_net^n)/(1/2*epsilon_max),5,n=(k*psi_2^*+m^*)/(c+psi)+(3-W_0-sigma*m_net^n)/(1/2*epsilon_max),"[673, 645, 698, 502, 444, 656, 441, 57, 596, 698, 41, 176, 432, 493, 711, 656, 545, 483, 62, 611, 532]"
9255,P=(1+pi-P)/(1/2-N_A+x_net)-(4/3+psi+g+m)^n+h*r-mu_max*z_2^circ,5,P=(1+pi-P)/(1/2-N_A+x_net)-(4/3+psi+g+m)^n+h*r-mu_max*z_2^circ,"[386, 187, 697, 386, 64, 384, 763, 49, 37, 700, 620, 656, 99, 630, 705, 665, 534, 774, 502, 476]"
1562,h_avg=sigma_0^3,2,h_avg=sigma_0^3,"[635, 183, 709, 488, 467]"
1671,h=n,1,h=n,"[633, 669]"
6088,V_max=exp(4/3+u+u),3,V_max=exp(4/3+u+u),"[424, 531, 259, 736, 735]"
