id,full_equation,complexity,full_equation_tokens_hier,full_equation_token_ids
4225,p=(e*z_1)/(4/3-e*Q^3+theta_min)+R-a*w_min+p^*-pi*C_2-mu_min,5,<EXPR_START> <ASSIGN_START> IDENT:p = <ADD_START> <MUL_START> <PAREN_START> <MUL_START> IDENT:e * IDENT:z * UNKNOWN:_ * NUMBER:1 <MUL_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> - <MUL_START> IDENT:e * <POW_START> IDENT:Q ^ NUMBER:3 <POW_END> <MUL_END> + <MUL_START> IDENT:t * IDENT:h * IDENT:e * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <ADD_END> <PAREN_END> <MUL_END> + IDENT:R - <MUL_START> IDENT:a * IDENT:w * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> + <POW_START> IDENT:p ^ UNKNOWN:* <POW_END> - <MUL_START> IDENT:p * IDENT:i * IDENT:C * UNKNOWN:_ * NUMBER:2 <MUL_END> - <MUL_START> IDENT:m * IDENT:u * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 25, 14, 16, 6, 18, 6, 28, 4, 67, 4, 9, 4, 37, 5, 17, 23, 18, 16, 6, 48, 23, 35, 5, 26, 6, 28, 4, 32, 59, 33, 35, 31, 5, 8, 6, 20, 4, 39, 4, 28, 4, 20, 4, 7, 4, 9, 4, 21, 4, 19, 4, 22, 5, 15, 17, 5, 8, 46, 26, 6, 7, 4, 74, 4, 9, 4, 21, 4, 19, 4, 22, 5, 8, 32, 25, 33, 77, 31, 26, 6, 25, 4, 19, 4, 60, 4, 9, 4, 29, 5, 26, 6, 21, 4, 43, 4, 9, 4, 21, 4, 19, 4, 22, 5, 15, 12, 10]"
474,B=int_L^L(4/3+G+v_2)dt,4,<EXPR_START> <ASSIGN_START> IDENT:B = <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> IDENT:L ^ IDENT:L <POW_END> * <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + IDENT:G + <MUL_START> IDENT:v * UNKNOWN:_ * NUMBER:2 <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:t <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 64, 14, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 50, 33, 50, 31, 4, 18, 16, 6, 48, 23, 35, 5, 8, 70, 8, 6, 41, 4, 9, 4, 29, 5, 15, 17, 4, 38, 4, 20, 5, 12, 10]"
2130,W=tan(G+v+a+V_i)+2*k*omega-beta*C_max+1/3-e*gamma_rms^+-sqrt(h-beta_rms^++g_f),5,<EXPR_START> <ASSIGN_START> IDENT:W = <ADD_START> <MUL_START> IDENT:t * IDENT:a * IDENT:n * <PAREN_START> <ADD_START> IDENT:G + IDENT:v + IDENT:a + <MUL_START> IDENT:V * UNKNOWN:_ * IDENT:i <MUL_END> <ADD_END> <PAREN_END> <MUL_END> + <MUL_START> NUMBER:2 * IDENT:k * IDENT:o * IDENT:m * IDENT:e * IDENT:g * IDENT:a <MUL_END> - <MUL_START> IDENT:b * IDENT:e * IDENT:t * IDENT:a * IDENT:C * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> + <MUL_START> NUMBER:1 / NUMBER:3 <MUL_END> - <MUL_START> IDENT:e * IDENT:g * IDENT:a * IDENT:m * IDENT:m * IDENT:a * UNKNOWN:_ * IDENT:r * IDENT:m * <POW_START> IDENT:s ^ UNKNOWN:+ <POW_END> <MUL_END> - <MUL_START> IDENT:s * IDENT:q * IDENT:r * IDENT:t * <PAREN_START> <ADD_START> IDENT:h - <MUL_START> IDENT:b * IDENT:e * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:r * IDENT:m * <POW_START> IDENT:s ^ UNKNOWN:+ <POW_END> <MUL_END> + <MUL_START> IDENT:g * UNKNOWN:_ * IDENT:f <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 16, 6, 20, 4, 7, 4, 22, 4, 18, 16, 70, 8, 41, 8, 7, 8, 6, 53, 4, 9, 4, 19, 5, 15, 17, 5, 8, 6, 29, 4, 66, 4, 45, 4, 21, 4, 28, 4, 36, 4, 7, 5, 26, 6, 44, 4, 28, 4, 20, 4, 7, 4, 60, 4, 9, 4, 21, 4, 7, 4, 40, 5, 8, 6, 37, 23, 35, 5, 26, 6, 28, 4, 36, 4, 7, 4, 21, 4, 21, 4, 7, 4, 9, 4, 34, 4, 21, 4, 32, 27, 33, 78, 31, 5, 26, 6, 27, 4, 76, 4, 34, 4, 20, 4, 18, 16, 39, 26, 6, 44, 4, 28, 4, 20, 4, 7, 4, 9, 4, 34, 4, 21, 4, 32, 27, 33, 78, 31, 5, 8, 6, 36, 4, 9, 4, 51, 5, 15, 17, 5, 15, 12, 10]"
6557,R=t^2,2,<EXPR_START> <ASSIGN_START> IDENT:R = <POW_START> IDENT:t ^ NUMBER:2 <POW_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 46, 14, 32, 20, 33, 29, 31, 12, 10]"
6999,m=sum_k=1^n(4/3+k+V_1+mu+W_i),4,<EXPR_START> <ASSIGN_START> IDENT:m = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:k <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 21, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 66, 5, 12, 10]"
1056,V=n_rms,1,<EXPR_START> <ASSIGN_START> IDENT:V = <MUL_START> IDENT:n * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 53, 14, 6, 22, 4, 9, 4, 34, 4, 21, 4, 27, 5, 12, 10]"
3275,E=exp(k+theta+omega_1+d^3)-(c*V_0)/(1-m_max)-(1/2-h-alpha+c)/(3*C-delta_f^*),5,<EXPR_START> <ASSIGN_START> IDENT:E = <ADD_START> <MUL_START> IDENT:e * IDENT:x * IDENT:p * <PAREN_START> <ADD_START> IDENT:k + <MUL_START> IDENT:t * IDENT:h * IDENT:e * IDENT:t * IDENT:a <MUL_END> + <MUL_START> IDENT:o * IDENT:m * IDENT:e * IDENT:g * IDENT:a * UNKNOWN:_ * NUMBER:1 <MUL_END> + <POW_START> IDENT:d ^ NUMBER:3 <POW_END> <ADD_END> <PAREN_END> <MUL_END> - <MUL_START> <PAREN_START> <MUL_START> IDENT:c * IDENT:V * UNKNOWN:_ * NUMBER:0 <MUL_END> <PAREN_END> / <PAREN_START> <ADD_START> NUMBER:1 - <MUL_START> IDENT:m * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <ADD_END> <PAREN_END> <MUL_END> - <MUL_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> - IDENT:h - <MUL_START> IDENT:a * IDENT:l * IDENT:p * IDENT:h * IDENT:a <MUL_END> + IDENT:c <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:3 * IDENT:C <MUL_END> - <MUL_START> IDENT:d * IDENT:e * IDENT:l * IDENT:t * IDENT:a * UNKNOWN:_ * <POW_START> IDENT:f ^ UNKNOWN:* <POW_END> <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 58, 14, 16, 6, 28, 4, 40, 4, 25, 4, 18, 16, 66, 8, 6, 20, 4, 39, 4, 28, 4, 20, 4, 7, 5, 8, 6, 45, 4, 21, 4, 28, 4, 36, 4, 7, 4, 9, 4, 37, 5, 8, 32, 38, 33, 35, 31, 15, 17, 5, 26, 6, 18, 6, 42, 4, 53, 4, 9, 4, 52, 5, 17, 23, 18, 16, 37, 26, 6, 21, 4, 9, 4, 21, 4, 7, 4, 40, 5, 15, 17, 5, 26, 6, 18, 16, 6, 37, 23, 29, 5, 26, 39, 26, 6, 7, 4, 30, 4, 25, 4, 39, 4, 7, 5, 8, 42, 15, 17, 23, 18, 16, 6, 35, 4, 60, 5, 26, 6, 38, 4, 28, 4, 30, 4, 20, 4, 7, 4, 9, 4, 32, 51, 33, 77, 31, 5, 15, 17, 5, 15, 12, 10]"
4962,E_0=(4+y_max)^2,2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:E * UNKNOWN:_ * NUMBER:0 <MUL_END> = <POW_START> <PAREN_START> <ADD_START> NUMBER:4 + <MUL_START> IDENT:y * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 58, 4, 9, 4, 52, 5, 14, 32, 18, 16, 48, 8, 6, 54, 4, 9, 4, 21, 4, 7, 4, 40, 5, 15, 17, 33, 29, 31, 12, 10]"
5364,F=sum_n=0^n(4/3+pi+sigma^n+R),4,<EXPR_START> <ASSIGN_START> IDENT:F = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:n <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 61, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 22, 5, 12, 10]"
5817,W=v^n,2,<EXPR_START> <ASSIGN_START> IDENT:W = <POW_START> IDENT:v ^ IDENT:n <POW_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 32, 41, 33, 22, 31, 12, 10]"
812,W=(epsilon)/(4/3-B),2,<EXPR_START> <ASSIGN_START> IDENT:W = <MUL_START> <PAREN_START> <MUL_START> IDENT:e * IDENT:p * IDENT:s * IDENT:i * IDENT:l * IDENT:o * IDENT:n <MUL_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> - IDENT:B <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 6, 18, 6, 28, 4, 25, 4, 27, 4, 19, 4, 30, 4, 45, 4, 22, 5, 17, 23, 18, 16, 6, 48, 23, 35, 5, 26, 64, 15, 17, 5, 12, 10]"
4574,W_max=partialL/partialt,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:W * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:L / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:t <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 65, 4, 9, 4, 21, 4, 7, 4, 40, 5, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 50, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 20, 5, 12, 10]"
6138,R=exp(1/2-k+I-omega),3,<EXPR_START> <ASSIGN_START> IDENT:R = <MUL_START> IDENT:e * IDENT:x * IDENT:p * <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> - IDENT:k + IDENT:I - <MUL_START> IDENT:o * IDENT:m * IDENT:e * IDENT:g * IDENT:a <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 46, 14, 6, 28, 4, 40, 4, 25, 4, 18, 16, 6, 37, 23, 29, 5, 26, 66, 8, 63, 26, 6, 45, 4, 21, 4, 28, 4, 36, 4, 7, 5, 15, 17, 5, 12, 10]"
2389,F=partiala/partialx,4,<EXPR_START> <ASSIGN_START> IDENT:F = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:a / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 61, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 7, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 40, 5, 12, 10]"
9649,n_f=partialE/partialx,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:n * UNKNOWN:_ * IDENT:f <MUL_END> = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:E / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 22, 4, 9, 4, 51, 5, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 58, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 40, 5, 12, 10]"
6226,A=T_avg,1,<EXPR_START> <ASSIGN_START> IDENT:A = <MUL_START> IDENT:T * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 47, 14, 6, 56, 4, 9, 4, 7, 4, 41, 4, 36, 5, 12, 10]"
112,m=omega^n,2,<EXPR_START> <ASSIGN_START> IDENT:m = <MUL_START> IDENT:o * IDENT:m * IDENT:e * IDENT:g * <POW_START> IDENT:a ^ IDENT:n <POW_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 21, 14, 6, 45, 4, 21, 4, 28, 4, 36, 4, 32, 7, 33, 22, 31, 5, 12, 10]"
8910,h_1=(h+phi+r+Q)^2+sqrt(h-y),5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:h * UNKNOWN:_ * NUMBER:1 <MUL_END> = <ADD_START> <POW_START> <PAREN_START> <ADD_START> IDENT:h + <MUL_START> IDENT:p * IDENT:h * IDENT:i <MUL_END> + IDENT:r + IDENT:Q <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> + <MUL_START> IDENT:s * IDENT:q * IDENT:r * IDENT:t * <PAREN_START> <ADD_START> IDENT:h - IDENT:y <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 39, 4, 9, 4, 37, 5, 14, 16, 32, 18, 16, 39, 8, 6, 25, 4, 39, 4, 19, 5, 8, 34, 8, 59, 15, 17, 33, 29, 31, 8, 6, 27, 4, 76, 4, 34, 4, 20, 4, 18, 16, 39, 26, 54, 15, 17, 5, 15, 12, 10]"
1746,C=t,1,<EXPR_START> <ASSIGN_START> IDENT:C = IDENT:t <ASSIGN_END> <EXPR_END>,"[11, 13, 60, 14, 20, 12, 10]"
7852,n=(1/3*lambda)/(delta),2,<EXPR_START> <ASSIGN_START> IDENT:n = <MUL_START> <PAREN_START> <MUL_START> NUMBER:1 / NUMBER:3 * IDENT:l * IDENT:a * IDENT:m * IDENT:b * IDENT:d * IDENT:a <MUL_END> <PAREN_END> / <PAREN_START> <MUL_START> IDENT:d * IDENT:e * IDENT:l * IDENT:t * IDENT:a <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 22, 14, 6, 18, 6, 37, 23, 35, 4, 30, 4, 7, 4, 21, 4, 44, 4, 38, 4, 7, 5, 17, 23, 18, 6, 38, 4, 28, 4, 30, 4, 20, 4, 7, 5, 17, 5, 12, 10]"
1453,C=exp(2*R+a_1+b),3,<EXPR_START> <ASSIGN_START> IDENT:C = <MUL_START> IDENT:e * IDENT:x * IDENT:p * <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 * IDENT:R <MUL_END> + <MUL_START> IDENT:a * UNKNOWN:_ * NUMBER:1 <MUL_END> + IDENT:b <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 60, 14, 6, 28, 4, 40, 4, 25, 4, 18, 16, 6, 29, 4, 46, 5, 8, 6, 7, 4, 9, 4, 37, 5, 8, 44, 15, 17, 5, 12, 10]"
320,F=sum_j=1^inf(2+e+theta)+(e+t_f+sigma_max*E)/(G-R+g_2),5,<EXPR_START> <ASSIGN_START> IDENT:F = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:j <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 61, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 81, 5, 12, 10]"
8594,V_i=sum_i=0^n(phi),4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:V * UNKNOWN:_ * IDENT:i <MUL_END> = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:i <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 53, 4, 9, 4, 19, 5, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 19, 5, 12, 10]"
3334,W=int(N_A+z)dt,4,<EXPR_START> <ASSIGN_START> IDENT:W = <MUL_START> IDENT:i * IDENT:n * IDENT:t * <PAREN_START> <ADD_START> <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + IDENT:z <ADD_END> <PAREN_END> * IDENT:d * IDENT:t <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 6, 19, 4, 22, 4, 20, 4, 18, 16, 6, 72, 4, 9, 4, 47, 5, 8, 67, 15, 17, 4, 38, 4, 20, 5, 12, 10]"
1923,x=exp(R+B_1+y),3,<EXPR_START> <ASSIGN_START> IDENT:x = <MUL_START> IDENT:e * IDENT:x * IDENT:p * <PAREN_START> <ADD_START> IDENT:R + <MUL_START> IDENT:B * UNKNOWN:_ * NUMBER:1 <MUL_END> + IDENT:y <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 40, 14, 6, 28, 4, 40, 4, 25, 4, 18, 16, 46, 8, 6, 64, 4, 9, 4, 37, 5, 8, 54, 15, 17, 5, 12, 10]"
5866,R=sigma,1,<EXPR_START> <ASSIGN_START> IDENT:R = <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 46, 14, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 5, 12, 10]"
9529,P_min=dP/dx,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:P * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> = <MUL_START> IDENT:d * IDENT:P / IDENT:d * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 57, 4, 9, 4, 21, 4, 19, 4, 22, 5, 14, 6, 38, 4, 57, 23, 38, 4, 40, 5, 12, 10]"
3686,v=m,1,<EXPR_START> <ASSIGN_START> IDENT:v = IDENT:m <ASSIGN_END> <EXPR_END>,"[11, 13, 41, 14, 21, 12, 10]"
4276,C=gamma_0,1,<EXPR_START> <ASSIGN_START> IDENT:C = <MUL_START> IDENT:g * IDENT:a * IDENT:m * IDENT:m * IDENT:a * UNKNOWN:_ * NUMBER:0 <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 60, 14, 6, 36, 4, 7, 4, 21, 4, 21, 4, 7, 4, 9, 4, 52, 5, 12, 10]"
4890,W_f=(4/3+e+a+L)^2+int_L^L(T)dt,5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:W * UNKNOWN:_ * IDENT:f <MUL_END> = <ADD_START> <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + IDENT:e + IDENT:a + IDENT:L <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> + <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> IDENT:L ^ IDENT:L <POW_END> * <PAREN_START> IDENT:T <PAREN_END> * IDENT:d * IDENT:t <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 65, 4, 9, 4, 51, 5, 14, 16, 32, 18, 16, 6, 48, 23, 35, 5, 8, 28, 8, 7, 8, 50, 15, 17, 33, 29, 31, 8, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 50, 33, 50, 31, 4, 18, 56, 17, 4, 38, 4, 20, 5, 15, 12, 10]"
5226,v=b,1,<EXPR_START> <ASSIGN_START> IDENT:v = IDENT:b <ASSIGN_END> <EXPR_END>,"[11, 13, 41, 14, 44, 12, 10]"
7473,Q=sqrt(2/3*R-s_rms+m_2),3,<EXPR_START> <ASSIGN_START> IDENT:Q = <MUL_START> IDENT:s * IDENT:q * IDENT:r * IDENT:t * <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 * IDENT:R <MUL_END> - <MUL_START> IDENT:s * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> + <MUL_START> IDENT:m * UNKNOWN:_ * NUMBER:2 <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 59, 14, 6, 27, 4, 76, 4, 34, 4, 20, 4, 18, 16, 6, 29, 23, 35, 4, 46, 5, 26, 6, 27, 4, 9, 4, 34, 4, 21, 4, 27, 5, 8, 6, 21, 4, 9, 4, 29, 5, 15, 17, 5, 12, 10]"
3606,v=2/3+C_1,1,<EXPR_START> <ASSIGN_START> IDENT:v = <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:C * UNKNOWN:_ * NUMBER:1 <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 41, 14, 16, 6, 29, 23, 35, 5, 8, 6, 60, 4, 9, 4, 37, 5, 15, 12, 10]"
1053,v_f=sqrt(R+t_1),3,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:v * UNKNOWN:_ * IDENT:f <MUL_END> = <MUL_START> IDENT:s * IDENT:q * IDENT:r * IDENT:t * <PAREN_START> <ADD_START> IDENT:R + <MUL_START> IDENT:t * UNKNOWN:_ * NUMBER:1 <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 41, 4, 9, 4, 51, 5, 14, 6, 27, 4, 76, 4, 34, 4, 20, 4, 18, 16, 46, 8, 6, 20, 4, 9, 4, 37, 5, 15, 17, 5, 12, 10]"
4157,P=(t)/(omega),2,<EXPR_START> <ASSIGN_START> IDENT:P = <MUL_START> <PAREN_START> IDENT:t <PAREN_END> / <PAREN_START> <MUL_START> IDENT:o * IDENT:m * IDENT:e * IDENT:g * IDENT:a <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 57, 14, 6, 18, 20, 17, 23, 18, 6, 45, 4, 21, 4, 28, 4, 36, 4, 7, 5, 17, 5, 12, 10]"
9677,b_0=(4/3-Q_max)/(V),2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:b * UNKNOWN:_ * NUMBER:0 <MUL_END> = <MUL_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> - <MUL_START> IDENT:Q * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> IDENT:V <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 44, 4, 9, 4, 52, 5, 14, 6, 18, 16, 6, 48, 23, 35, 5, 26, 6, 59, 4, 9, 4, 21, 4, 7, 4, 40, 5, 15, 17, 23, 18, 53, 17, 5, 12, 10]"
100,n=log(4/3+w+epsilon)-log(4/3-W^circ),5,<EXPR_START> <ASSIGN_START> IDENT:n = <ADD_START> <MUL_START> IDENT:l * IDENT:o * IDENT:g * <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + IDENT:w + <MUL_START> IDENT:e * IDENT:p * IDENT:s * IDENT:i * IDENT:l * IDENT:o * IDENT:n <MUL_END> <ADD_END> <PAREN_END> <MUL_END> - <MUL_START> IDENT:l * IDENT:o * IDENT:g * <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> - <MUL_START> <POW_START> IDENT:W ^ IDENT:c <POW_END> * IDENT:i * IDENT:r * IDENT:c <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 22, 14, 16, 6, 30, 4, 45, 4, 36, 4, 18, 16, 6, 48, 23, 35, 5, 8, 74, 8, 6, 28, 4, 25, 4, 27, 4, 19, 4, 30, 4, 45, 4, 22, 5, 15, 17, 5, 26, 6, 30, 4, 45, 4, 36, 4, 18, 16, 6, 48, 23, 35, 5, 26, 6, 32, 65, 33, 42, 31, 4, 19, 4, 34, 4, 42, 5, 15, 17, 5, 15, 12, 10]"
7509,p=partialE/partialr,4,<EXPR_START> <ASSIGN_START> IDENT:p = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:E / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:r <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 25, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 58, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 34, 5, 12, 10]"
1457,y=(sigma_min)/(2*v_rms),2,<EXPR_START> <ASSIGN_START> IDENT:y = <MUL_START> <PAREN_START> <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <PAREN_END> / <PAREN_START> <MUL_START> NUMBER:2 * IDENT:v * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 54, 14, 6, 18, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 4, 9, 4, 21, 4, 19, 4, 22, 5, 17, 23, 18, 6, 29, 4, 41, 4, 9, 4, 34, 4, 21, 4, 27, 5, 17, 5, 12, 10]"
7689,P=int(e+I_net)dt,4,<EXPR_START> <ASSIGN_START> IDENT:P = <MUL_START> IDENT:i * IDENT:n * IDENT:t * <PAREN_START> <ADD_START> IDENT:e + <MUL_START> IDENT:I * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:t <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 57, 14, 6, 19, 4, 22, 4, 20, 4, 18, 16, 28, 8, 6, 63, 4, 9, 4, 22, 4, 28, 4, 20, 5, 15, 17, 4, 38, 4, 20, 5, 12, 10]"
4005,P=sum_j=1^N(beta_f+v)+(F_net)/(N_A-alpha-I_net),5,<EXPR_START> <ASSIGN_START> IDENT:P = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:j <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 57, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 81, 5, 12, 10]"
6867,W=s_2^n,2,<EXPR_START> <ASSIGN_START> IDENT:W = <MUL_START> IDENT:s * UNKNOWN:_ * <POW_START> NUMBER:2 ^ IDENT:n <POW_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 6, 27, 4, 9, 4, 32, 29, 33, 22, 31, 5, 12, 10]"
